Day,Month,Year,Open,High,Low,Close,Adj Close,Volume
9,Jan,2018,"34,431.61","34,488.03","34,343.41","34,443.19","34,443.19","11,200"
8,Jan,2018,"34,216.33","34,385.67","34,216.33","34,352.79","34,352.79","13,500"
5,Jan,2018,"34,021.27","34,188.85","34,020.84","34,153.85","34,153.85","14,700"
4,Jan,2018,"33,912.49","33,995.40","33,802.13","33,969.64","33,969.64","10,500"
3,Jan,2018,"33,929.61","33,998.37","33,765.43","33,793.38","33,793.38","9,000"
2,Jan,2018,"33,913.55","33,964.14","33,703.37","33,812.26","33,812.26","10,600"
1,Jan,2018,"34,059.99","34,101.13","33,766.15","33,812.75","33,812.75","7,500"
29,Dec,2017,"33,889.39","34,086.05","33,889.39","34,056.83","34,056.83","12,100"
28,Dec,2017,"33,928.86","34,023.65","33,752.03","33,848.03","33,848.03","9,500"
27,Dec,2017,"34,087.32","34,137.97","33,839.51","33,911.81","33,911.81","10,900"
26,Dec,2017,"33,980.76","34,061.88","33,889.75","34,010.61","34,010.61","12,900"
22,Dec,2017,"33,768.47","33,964.28","33,767.73","33,940.30","33,940.30","7,800"
21,Dec,2017,"33,826.25","33,860.99","33,707.80","33,756.28","33,756.28","9,900"
20,Dec,2017,"33,928.59","33,956.31","33,754.94","33,777.38","33,777.38","7,100"
19,Dec,2017,"33,732.08","33,862.07","33,666.62","33,836.74","33,836.74","20,600"
18,Dec,2017,"33,364.52","33,801.90","32,595.63","33,601.68","33,601.68","21,100"
15,Dec,2017,"33,456.02","33,621.96","33,405.82","33,462.97","33,462.97","24,200"
14,Dec,2017,"33,114.69","33,321.52","32,886.93","33,246.70","33,246.70","11,200"
13,Dec,2017,"33,229.73","33,404.26","32,988.82","33,053.04","33,053.04","24,500"
12,Dec,2017,"33,426.59","33,458.41","33,179.75","33,227.99","33,227.99","8,200"
11,Dec,2017,"33,317.72","33,535.97","33,313.17","33,455.79","33,455.79","12,000"
8,Dec,2017,"33,034.20","33,285.68","33,034.20","33,250.30","33,250.30","14,200"
7,Dec,2017,"32,615.05","32,992.45","32,598.12","32,949.21","32,949.21","9,500"
6,Dec,2017,"32,798.50","32,804.75","32,565.16","32,597.18","32,597.18","9,600"
5,Dec,2017,"32,814.03","32,893.05","32,682.52","32,802.44","32,802.44","8,600"
4,Dec,2017,"32,968.02","33,008.47","32,785.76","32,869.72","32,869.72","9,600"
1,Dec,2017,"33,247.66","33,300.81","32,797.78","32,832.94","32,832.94","9,200"
30,Nov,2017,"33,542.50","33,576.20","33,108.72","33,149.35","33,149.35","7,400"
29,Nov,2017,"33,664.27","33,728.81","33,553.12","33,602.76","33,602.76","6,600"
28,Nov,2017,"33,726.65","33,770.15","33,576.65","33,618.59","33,618.59","8,100"
27,Nov,2017,"33,640.51","33,745.17","33,540.46","33,724.44","33,724.44","8,900"
24,Nov,2017,"33,670.00","33,738.53","33,639.98","33,679.24","33,679.24","7,800"
23,Nov,2017,"33,575.91","33,670.19","33,468.30","33,588.08","33,588.08","7,100"
22,Nov,2017,"33,569.07","33,654.53","33,465.23","33,561.55","33,561.55","13,100"
21,Nov,2017,"33,438.28","33,625.05","33,437.61","33,478.35","33,478.35","14,800"
20,Nov,2017,"33,365.84","33,449.53","33,288.21","33,359.90","33,359.90","7,900"
17,Nov,2017,"33,388.47","33,520.82","33,278.91","33,342.80","33,342.80","11,300"
16,Nov,2017,"32,829.82","33,165.15","32,829.82","33,106.82","33,106.82","9,600"
15,Nov,2017,"32,944.94","32,944.94","32,683.59","32,760.44","32,760.44","11,300"
14,Nov,2017,"32,990.03","33,126.55","32,907.11","32,941.87","32,941.87","12,000"
13,Nov,2017,"33,397.41","33,417.30","32,999.98","33,033.56","33,033.56","18,200"
10,Nov,2017,"33,235.75","33,380.42","33,108.09","33,314.56","33,314.56","21,200"
9,Nov,2017,"33,376.62","33,463.80","33,111.54","33,250.93","33,250.93","14,100"
8,Nov,2017,"33,417.35","33,484.70","33,157.68","33,218.81","33,218.81","283,000"
7,Nov,2017,"33,781.01","33,865.95","33,341.82","33,370.76","33,370.76","16,300"
6,Nov,2017,"33,710.15","33,848.42","33,582.38","33,731.19","33,731.19","13,100"
3,Nov,2017,"33,667.34","33,733.71","33,531.94","33,685.56","33,685.56","199,700"
2,Nov,2017,"33,615.84","33,657.57","33,527.00","33,573.22","33,573.22","12,400"
1,Nov,2017,"33,344.23","33,651.52","33,340.62","33,600.27","33,600.27","14,200"
31,Oct,2017,"33,254.93","33,294.30","33,164.28","33,213.13","33,213.13","11,500"
30,Oct,2017,"33,260.10","33,340.17","33,206.93","33,266.16","33,266.16","14,000"
27,Oct,2017,"33,228.32","33,286.51","33,109.41","33,157.22","33,157.22","18,300"
26,Oct,2017,"33,025.17","33,196.17","32,835.06","33,147.13","33,147.13","15,500"
25,Oct,2017,"32,995.28","33,117.33","32,804.60","33,042.50","33,042.50","29,900"
24,Oct,2017,"32,619.26","32,670.37","32,502.08","32,607.34","32,607.34","8,400"
23,Oct,2017,"32,411.86","32,614.89","32,312.74","32,506.72","32,506.72","8,400"
19,Oct,2017,"32,656.75","32,663.06","32,319.37","32,389.96","32,389.96","2,500"
18,Oct,2017,"32,518.56","32,670.32","32,462.85","32,584.35","32,584.35","14,100"
17,Oct,2017,"32,654.41","32,699.86","32,556.74","32,609.16","32,609.16","5,500"
16,Oct,2017,"32,488.23","32,687.32","32,445.43","32,633.64","32,633.64","9,200"
13,Oct,2017,"32,247.74","32,508.59","32,247.74","32,432.69","32,432.69","15,500"
12,Oct,2017,"31,887.47","32,209.03","31,813.67","32,182.22","32,182.22","7,800"
11,Oct,2017,"31,975.59","32,098.46","31,769.40","31,833.99","31,833.99","8,600"
10,Oct,2017,"31,910.82","31,994.77","31,896.90","31,924.41","31,924.41","7,200"
9,Oct,2017,"31,862.20","31,935.63","31,781.75","31,846.89","31,846.89","5,800"
6,Oct,2017,"31,633.34","31,844.28","31,632.81","31,814.22","31,814.22","8,300"
5,Oct,2017,"31,725.85","31,772.41","31,562.25","31,592.03","31,592.03","5,900"
4,Oct,2017,"31,522.17","31,752.16","31,457.78","31,671.71","31,671.71","5,900"
3,Oct,2017,"31,537.81","31,615.28","31,440.48","31,497.38","31,497.38","7,100"
29,Sep,2017,"31,367.25","31,523.87","31,243.71","31,283.72","31,283.72","7,700"
28,Sep,2017,"31,216.36","31,340.91","31,081.83","31,282.48","31,282.48","8,300"
27,Sep,2017,"31,785.24","31,797.46","31,100.80","31,159.81","31,159.81","9,800"
26,Sep,2017,"31,685.81","31,693.59","31,455.65","31,599.76","31,599.76","10,000"
25,Sep,2017,"31,986.40","32,016.52","31,474.56","31,626.63","31,626.63","12,200"
22,Sep,2017,"32,339.50","32,342.81","31,886.09","31,922.44","31,922.44","9,600"
21,Sep,2017,"32,406.42","32,462.61","32,164.42","32,370.04","32,370.04","8,700"
20,Sep,2017,"32,467.10","32,499.88","32,383.82","32,400.51","32,400.51","10,500"
19,Sep,2017,"32,522.44","32,524.11","32,358.63","32,402.37","32,402.37","57,400"
18,Sep,2017,"32,361.37","32,508.06","32,361.25","32,423.76","32,423.76","9,500"
15,Sep,2017,"32,207.63","32,356.11","32,138.38","32,272.61","32,272.61","8,900"
14,Sep,2017,"32,289.26","32,328.61","32,186.84","32,241.93","32,241.93","9,100"
13,Sep,2017,"32,188.95","32,348.30","32,126.77","32,186.41","32,186.41","8,900"
12,Sep,2017,"32,029.15","32,172.46","31,950.24","32,158.66","32,158.66","7,000"
11,Sep,2017,"31,798.31","31,952.87","31,797.89","31,882.16","31,882.16","8,700"
8,Sep,2017,"31,694.15","31,763.70","31,619.00","31,687.52","31,687.52","7,800"
7,Sep,2017,"31,738.74","31,814.96","31,620.44","31,662.74","31,662.74","10,200"
6,Sep,2017,"31,713.50","31,727.85","31,586.53","31,661.97","31,661.97","7,400"
5,Sep,2017,"31,755.16","31,863.47","31,674.23","31,809.55","31,809.55","8,000"
4,Sep,2017,"31,932.20","31,932.20","31,560.32","31,702.25","31,702.25","7,600"
1,Sep,2017,"31,769.34","31,944.10","31,707.27","31,892.23","31,892.23","6,600"
31,Aug,2017,"31,685.44","31,757.18","31,551.85","31,730.49","31,730.49","17,900"
30,Aug,2017,"31,534.57","31,727.98","31,533.02","31,646.46","31,646.46","5,400"
29,Aug,2017,"31,724.84","31,739.80","31,360.81","31,388.39","31,388.39","6,800"
28,Aug,2017,"31,756.87","31,809.70","31,701.67","31,750.82","31,750.82","10,100"
24,Aug,2017,"31,673.44","31,678.19","31,546.05","31,596.06","31,596.06","8,900"
23,Aug,2017,"31,407.47","31,593.39","31,379.25","31,568.01","31,568.01","10,000"
22,Aug,2017,"31,393.93","31,484.28","31,241.50","31,291.85","31,291.85","10,800"
21,Aug,2017,"31,609.93","31,641.81","31,220.53","31,258.85","31,258.85","23,600"
18,Aug,2017,"31,729.88","31,729.88","31,349.13","31,524.68","31,524.68","16,400"
17,Aug,2017,"31,919.17","31,937.51","31,714.10","31,795.46","31,795.46","8,500"
16,Aug,2017,"31,566.24","31,805.99","31,399.35","31,770.89","31,770.89","12,500"
14,Aug,2017,"31,299.52","31,526.40","31,298.90","31,449.03","31,449.03","9,700"
11,Aug,2017,"31,355.92","31,379.20","31,128.02","31,213.59","31,213.59","15,200"
10,Aug,2017,"31,750.73","31,756.27","31,422.80","31,531.33","31,531.33","13,000"
9,Aug,2017,"31,926.14","31,967.28","31,731.91","31,797.84","31,797.84","9,300"
8,Aug,2017,"32,341.05","32,354.77","31,915.20","32,014.19","32,014.19","9,400"
7,Aug,2017,"32,377.80","32,396.14","32,235.82","32,273.67","32,273.67","10,400"
4,Aug,2017,"32,191.12","32,352.19","32,107.99","32,325.41","32,325.41","11,300"
3,Aug,2017,"32,502.55","32,502.55","32,194.58","32,237.88","32,237.88","12,600"
2,Aug,2017,"32,641.58","32,686.48","32,394.89","32,476.74","32,476.74","10,500"
1,Aug,2017,"32,579.80","32,632.02","32,462.25","32,575.17","32,575.17","9,000"
31,Jul,2017,"32,412.20","32,546.50","32,324.45","32,514.94","32,514.94","13,100"
28,Jul,2017,"32,381.36","32,381.36","32,104.66","32,309.88","32,309.88","11,300"
27,Jul,2017,"32,519.44","32,672.66","32,325.33","32,383.30","32,383.30","10,900"
26,Jul,2017,"32,255.99","32,413.63","32,226.08","32,382.46","32,382.46","12,400"
25,Jul,2017,"32,350.71","32,374.30","32,196.86","32,228.27","32,228.27","14,100"
24,Jul,2017,"32,100.22","32,320.86","32,058.33","32,245.87","32,245.87","11,500"
21,Jul,2017,"32,035.88","32,062.23","31,808.93","32,028.89","32,028.89","18,000"
20,Jul,2017,"32,033.82","32,057.12","31,859.50","31,904.40","31,904.40","11,200"
19,Jul,2017,"31,882.80","31,978.89","31,793.72","31,955.35","31,955.35","11,300"
18,Jul,2017,"31,775.54","31,911.61","31,626.44","31,710.99","31,710.99","21,600"
17,Jul,2017,"32,053.98","32,131.92","32,037.21","32,074.78","32,074.78","10,300"
14,Jul,2017,"32,099.93","32,109.75","31,897.87","32,020.75","32,020.75","7,200"
13,Jul,2017,"31,896.23","32,091.52","31,892.63","32,037.38","32,037.38","10,500"
12,Jul,2017,"31,813.24","31,865.69","31,731.43","31,804.82","31,804.82","8,300"
11,Jul,2017,"31,789.50","31,885.11","31,718.48","31,747.09","31,747.09","9,100"
10,Jul,2017,"31,510.62","31,768.39","31,471.41","31,715.64","31,715.64","37,900"
7,Jul,2017,"31,373.52","31,426.29","31,286.62","31,360.63","31,360.63","6,200"
6,Jul,2017,"31,298.42","31,460.70","31,264.86","31,369.34","31,369.34","10,100"
5,Jul,2017,"31,272.72","31,284.64","31,177.78","31,245.56","31,245.56","6,500"
4,Jul,2017,"31,331.21","31,353.46","31,166.37","31,209.79","31,209.79","8,700"
3,Jul,2017,"31,156.04","31,258.33","31,017.11","31,221.62","31,221.62","8,100"
30,Jun,2017,"30,824.97","30,965.45","30,680.66","30,921.61","30,921.61","9,200"
29,Jun,2017,"30,910.97","31,097.92","30,794.61","30,857.52","30,857.52","12,300"
28,Jun,2017,"30,988.87","31,000.48","30,798.70","30,834.32","30,834.32","9,900"
27,Jun,2017,"31,194.68","31,294.96","30,847.08","30,958.25","30,958.25","15,300"
23,Jun,2017,"31,352.57","31,365.39","31,110.39","31,138.21","31,138.21","89,700"
22,Jun,2017,"31,351.53","31,522.87","31,255.63","31,290.74","31,290.74","10,200"
21,Jun,2017,"31,302.18","31,336.44","31,193.61","31,283.64","31,283.64","35,700"
20,Jun,2017,"31,392.53","31,392.53","31,261.49","31,297.53","31,297.53","8,100"
19,Jun,2017,"31,168.98","31,362.15","31,163.35","31,311.57","31,311.57","7,500"
16,Jun,2017,"31,160.47","31,182.73","31,017.18","31,056.40","31,056.40","13,300"
15,Jun,2017,"31,222.89","31,229.44","31,026.48","31,075.73","31,075.73","12,700"
14,Jun,2017,"31,147.69","31,190.36","31,054.94","31,155.91","31,155.91","12,700"
13,Jun,2017,"31,091.10","31,260.77","31,062.34","31,103.49","31,103.49","13,300"
12,Jun,2017,"31,225.43","31,225.43","31,044.28","31,095.70","31,095.70","6,800"
9,Jun,2017,"31,196.86","31,289.99","31,087.28","31,262.06","31,262.06","9,800"
8,Jun,2017,"31,316.91","31,354.51","31,193.77","31,213.36","31,213.36","14,000"
7,Jun,2017,"31,252.71","31,346.99","31,172.98","31,271.28","31,271.28","9,500"
6,Jun,2017,"31,420.85","31,430.32","31,172.55","31,190.56","31,190.56","13,600"
5,Jun,2017,"31,274.74","31,355.42","31,198.22","31,309.49","31,309.49","9,000"
2,Jun,2017,"31,205.37","31,332.56","31,190.40","31,273.29","31,273.29","8,500"
1,Jun,2017,"31,117.09","31,213.12","31,062.02","31,137.59","31,137.59","8,300"
31,May,2017,"31,222.51","31,255.28","31,107.48","31,145.80","31,145.80","13,000"
30,May,2017,"31,111.73","31,220.38","31,064.04","31,159.40","31,159.40","9,600"
29,May,2017,"30,944.38","31,214.39","30,869.90","31,109.28","31,109.28","14,900"
26,May,2017,"30,765.77","31,074.07","30,745.57","31,028.21","31,028.21","14,600"
25,May,2017,"30,374.81","30,793.43","30,352.26","30,750.03","30,750.03","10,000"
24,May,2017,"30,446.77","30,534.15","30,247.60","30,301.64","30,301.64","11,300"
23,May,2017,"30,553.89","30,610.64","30,316.92","30,365.25","30,365.25","18,700"
22,May,2017,"30,638.88","30,712.15","30,516.87","30,570.97","30,570.97","11,400"
19,May,2017,"30,539.65","30,712.35","30,338.52","30,464.92","30,464.92","13,800"
18,May,2017,"30,466.82","30,575.83","30,393.72","30,434.79","30,434.79","16,200"
17,May,2017,"30,616.53","30,692.45","30,519.14","30,658.77","30,658.77","14,900"
16,May,2017,"30,391.48","30,591.55","30,363.37","30,582.60","30,582.60","13,600"
15,May,2017,"30,287.37","30,357.96","30,273.62","30,322.12","30,322.12","8,000"
12,May,2017,"30,285.61","30,299.74","30,111.45","30,188.15","30,188.15","11,100"
11,May,2017,"30,309.71","30,366.43","30,207.11","30,250.98","30,250.98","10,700"
10,May,2017,"29,988.78","30,271.60","29,987.44","30,248.17","30,248.17","11,000"
9,May,2017,"29,977.50","30,017.82","29,911.44","29,933.25","29,933.25","8,400"
8,May,2017,"29,915.12","30,016.04","29,877.41","29,926.15","29,926.15","10,000"
5,May,2017,"30,142.14","30,176.55","29,823.60","29,858.80","29,858.80","15,900"
4,May,2017,"30,069.72","30,169.95","30,007.40","30,126.21","30,126.21","22,300"
3,May,2017,"29,984.95","30,020.59","29,846.57","29,894.80","29,894.80","11,300"
2,May,2017,"30,021.49","30,069.24","29,804.12","29,921.18","29,921.18","11,700"
28,Apr,2017,"30,064.60","30,067.64","29,848.21","29,918.40","29,918.40","11,300"
27,Apr,2017,"30,141.39","30,184.22","29,973.40","30,029.74","30,029.74","10,700"
26,Apr,2017,"30,030.20","30,167.09","29,968.57","30,133.35","30,133.35","10,900"
25,Apr,2017,"29,825.14","29,961.82","29,780.84","29,943.24","29,943.24","8,600"
24,Apr,2017,"29,407.68","29,681.33","29,392.99","29,655.84","29,655.84","8,900"
21,Apr,2017,"29,575.66","29,584.34","29,259.42","29,365.30","29,365.30","11,300"
20,Apr,2017,"29,358.59","29,453.06","29,341.68","29,422.39","29,422.39","14,600"
19,Apr,2017,"29,369.90","29,388.25","29,241.48","29,336.57","29,336.57","11,600"
18,Apr,2017,"29,487.78","29,701.19","29,286.38","29,319.10","29,319.10","12,100"
17,Apr,2017,"29,470.27","29,494.08","29,363.28","29,413.66","29,413.66","6,700"
13,Apr,2017,"29,637.12","29,660.48","29,442.26","29,461.45","29,461.45","10,700"
12,Apr,2017,"29,838.82","29,838.82","29,549.74","29,643.48","29,643.48","8,500"
11,Apr,2017,"29,630.06","29,804.51","29,570.58","29,788.35","29,788.35","10,800"
10,Apr,2017,"29,752.62","29,831.32","29,553.04","29,575.74","29,575.74","10,700"
7,Apr,2017,"29,850.71","29,886.12","29,668.45","29,706.61","29,706.61","14,700"
6,Apr,2017,"29,946.89","29,954.25","29,817.59","29,927.34","29,927.34","11,300"
5,Apr,2017,"29,996.03","30,007.48","29,817.69","29,974.24","29,974.24","11,200"
3,Apr,2017,"29,737.73","29,926.94","29,705.72","29,910.22","29,910.22","10,100"
31,Mar,2017,"29,633.91","29,687.64","29,552.61","29,620.50","29,620.50","11,800"
30,Mar,2017,"29,538.03","29,684.54","29,521.65","29,647.42","29,647.42","15,700"
29,Mar,2017,"29,463.01","29,554.39","29,439.42","29,531.43","29,531.43","41,600"
28,Mar,2017,"29,301.22","29,442.18","29,301.22","29,409.52","29,409.52","33,500"
27,Mar,2017,"29,395.68","29,420.70","29,163.54","29,237.15","29,237.15","15,100"
24,Mar,2017,"29,350.60","29,539.85","29,350.17","29,421.40","29,421.40","21,000"
23,Mar,2017,"29,201.01","29,373.79","29,198.08","29,332.16","29,332.16","26,000"
22,Mar,2017,"29,341.41","29,341.41","29,137.48","29,167.68","29,167.68","14,700"
21,Mar,2017,"29,525.88","29,585.05","29,380.14","29,485.45","29,485.45","11,500"
20,Mar,2017,"29,653.54","29,699.48","29,482.40","29,518.74","29,518.74","400,800"
17,Mar,2017,"29,755.74","29,824.62","29,601.86","29,648.99","29,648.99","14,500"
16,Mar,2017,"29,482.83","29,614.79","29,482.83","29,585.85","29,585.85","18,400"
15,Mar,2017,"29,452.86","29,500.08","29,358.91","29,398.11","29,398.11","392,500"
14,Mar,2017,"29,437.23","29,561.93","29,356.05","29,442.63","29,442.63","29,200"
10,Mar,2017,"29,006.00","29,076.63","28,851.04","28,946.23","28,946.23","15,900"
9,Mar,2017,"28,909.70","28,986.72","28,815.02","28,929.13","28,929.13","401,500"
8,Mar,2017,"29,021.06","29,022.32","28,815.48","28,901.94","28,901.94","16,300"
7,Mar,2017,"29,092.16","29,098.17","28,957.68","28,999.56","28,999.56","9,700"
6,Mar,2017,"28,859.21","29,070.20","28,856.12","29,048.19","29,048.19","12,100"
3,Mar,2017,"28,827.50","28,860.13","28,716.21","28,832.45","28,832.45","9,300"
2,Mar,2017,"29,117.38","29,145.62","28,784.31","28,839.79","28,839.79","10,800"
1,Mar,2017,"28,849.04","29,029.17","28,824.17","28,984.49","28,984.49","14,600"
28,Feb,2017,"28,825.19","28,876.54","28,721.12","28,743.32","28,743.32","10,700"
27,Feb,2017,"28,910.50","28,961.83","28,791.19","28,812.88","28,812.88","12,000"
23,Feb,2017,"28,927.67","29,065.31","28,860.46","28,892.97","28,892.97","18,400"
22,Feb,2017,"28,822.40","28,963.52","28,789.30","28,864.71","28,864.71","16,300"
21,Feb,2017,"28,716.70","28,801.00","28,597.33","28,761.59","28,761.59","8,400"
20,Feb,2017,"28,481.91","28,696.53","28,419.27","28,661.58","28,661.58","8,900"
17,Feb,2017,"28,670.43","28,726.26","28,410.91","28,468.75","28,468.75","15,000"
16,Feb,2017,"28,223.85","28,327.84","28,146.19","28,301.27","28,301.27","9,700"
15,Feb,2017,"28,270.11","28,382.32","28,102.23","28,155.56","28,155.56","17,800"
14,Feb,2017,"28,386.12","28,393.42","28,263.45","28,339.31","28,339.31","11,700"
13,Feb,2017,"28,450.42","28,458.80","28,197.38","28,351.62","28,351.62","9,400"
10,Feb,2017,"28,367.17","28,456.18","28,286.80","28,334.25","28,334.25","13,700"
9,Feb,2017,"28,349.22","28,469.48","28,152.18","28,329.70","28,329.70","10,200"
8,Feb,2017,"28,386.08","28,391.64","28,149.08","28,289.92","28,289.92","10,900"
7,Feb,2017,"28,443.23","28,483.41","28,239.12","28,335.16","28,335.16","10,800"
6,Feb,2017,"28,340.39","28,487.28","28,340.39","28,439.28","28,439.28","10,000"
3,Feb,2017,"28,270.67","28,280.58","28,127.18","28,240.52","28,240.52","10,800"
2,Feb,2017,"28,167.83","28,299.92","28,070.81","28,226.61","28,226.61","17,200"
1,Feb,2017,"27,669.08","28,159.54","27,590.10","28,141.64","28,141.64","18,200"
31,Jan,2017,"27,867.92","27,867.92","27,624.54","27,655.96","27,655.96","10,700"
30,Jan,2017,"27,866.80","27,947.37","27,813.32","27,849.56","27,849.56","8,600"
27,Jan,2017,"27,761.03","27,980.39","27,759.48","27,882.46","27,882.46","14,300"
25,Jan,2017,"27,462.83","27,736.83","27,439.68","27,708.14","27,708.14","12,200"
24,Jan,2017,"27,170.88","27,393.35","27,140.85","27,375.58","27,375.58","6,800"
23,Jan,2017,"26,990.93","27,167.79","26,963.58","27,117.34","27,117.34","6,600"
20,Jan,2017,"27,232.69","27,264.41","27,009.81","27,034.50","27,034.50","8,800"
19,Jan,2017,"27,253.34","27,348.19","27,219.89","27,308.60","27,308.60","10,800"
18,Jan,2017,"27,261.76","27,422.67","27,217.65","27,257.64","27,257.64","9,500"
17,Jan,2017,"27,331.82","27,381.43","27,179.19","27,235.66","27,235.66","8,100"
16,Jan,2017,"27,238.35","27,335.08","27,172.68","27,288.17","27,288.17","12,600"
13,Jan,2017,"27,378.01","27,459.75","27,143.07","27,238.06","27,238.06","10,200"
12,Jan,2017,"27,171.66","27,278.93","27,166.69","27,247.16","27,247.16","11,700"
11,Jan,2017,"26,978.44","27,174.87","26,978.44","27,140.41","27,140.41","12,000"
10,Jan,2017,"26,811.63","26,914.95","26,804.17","26,899.56","26,899.56","8,600"
9,Jan,2017,"26,860.81","26,860.88","26,701.18","26,726.55","26,726.55","6,400"
6,Jan,2017,"26,929.69","27,009.61","26,733.33","26,759.23","26,759.23","7,800"
5,Jan,2017,"26,738.42","26,917.21","26,738.42","26,878.24","26,878.24","9,800"
4,Jan,2017,"26,677.22","26,723.37","26,606.06","26,633.13","26,633.13","8,100"
3,Jan,2017,"26,616.92","26,724.40","26,488.37","26,643.24","26,643.24","9,800"
2,Jan,2017,"26,711.15","26,720.98","26,447.06","26,595.45","26,595.45","8,000"
30,Dec,2016,"26,441.51","26,678.60","26,406.53","26,626.46","26,626.46","8,600"
29,Dec,2016,"26,429.41","26,429.63","26,166.67","26,366.15","26,366.15","6,700"
28,Dec,2016,"26,243.19","26,415.05","26,191.72","26,210.68","26,210.68","8,500"
27,Dec,2016,"25,815.43","26,249.03","25,803.19","26,213.44","26,213.44","8,700"
26,Dec,2016,"25,992.41","26,008.57","25,753.74","25,807.10","25,807.10","5,400"
23,Dec,2016,"25,959.99","26,143.19","25,872.38","26,040.70","26,040.70","7,500"
22,Dec,2016,"26,224.07","26,248.45","25,940.14","25,979.60","25,979.60","7,600"
21,Dec,2016,"26,368.88","26,396.00","26,213.51","26,242.38","26,242.38","6,100"
20,Dec,2016,"26,374.59","26,435.56","26,241.43","26,307.98","26,307.98","7,300"
19,Dec,2016,"26,505.66","26,505.66","26,340.38","26,374.70","26,374.70","7,400"
16,Dec,2016,"26,548.67","26,594.55","26,455.21","26,489.56","26,489.56","7,600"
15,Dec,2016,"26,497.71","26,737.86","26,407.58","26,519.07","26,519.07","12,700"
14,Dec,2016,"26,707.91","26,736.34","26,547.05","26,602.84","26,602.84","9,900"
13,Dec,2016,"26,607.65","26,724.97","26,494.23","26,697.82","26,697.82","7,000"
12,Dec,2016,"26,725.31","26,725.31","26,468.59","26,515.24","26,515.24","8,500"
9,Dec,2016,"26,787.14","26,803.76","26,707.81","26,747.18","26,747.18","9,800"
8,Dec,2016,"26,366.52","26,733.87","26,357.35","26,694.28","26,694.28","8,200"
7,Dec,2016,"26,456.21","26,540.83","26,164.82","26,236.87","26,236.87","10,500"
6,Dec,2016,"26,403.62","26,502.43","26,356.02","26,392.76","26,392.76","7,600"
5,Dec,2016,"26,253.48","26,390.80","26,125.35","26,349.10","26,349.10","12,800"
2,Dec,2016,"26,437.37","26,463.06","26,182.93","26,230.66","26,230.66","9,600"
1,Dec,2016,"26,756.66","26,769.32","26,540.82","26,559.92","26,559.92","11,300"
30,Nov,2016,"26,441.02","26,680.55","26,395.50","26,652.81","26,652.81","7,800"
29,Nov,2016,"26,408.62","26,587.07","26,354.66","26,394.01","26,394.01","9,600"
28,Nov,2016,"26,303.52","26,413.99","26,183.22","26,350.17","26,350.17","10,900"
25,Nov,2016,"25,953.24","26,343.95","25,874.45","26,316.34","26,316.34","11,500"
24,Nov,2016,"26,049.14","26,049.14","25,810.97","25,860.17","25,860.17","8,600"
23,Nov,2016,"26,101.33","26,130.49","25,877.16","26,051.81","26,051.81","8,900"
22,Nov,2016,"25,928.16","26,039.70","25,765.51","25,960.78","25,960.78","8,100"
21,Nov,2016,"26,246.70","26,270.28","25,717.93","25,765.14","25,765.14","9,900"
18,Nov,2016,"26,270.20","26,349.02","26,106.78","26,150.24","26,150.24","9,600"
17,Nov,2016,"26,304.90","26,449.87","26,155.40","26,227.62","26,227.62","11,000"
16,Nov,2016,"26,508.94","26,621.40","26,239.21","26,298.69","26,298.69","14,200"
15,Nov,2016,"26,809.61","26,809.61","26,253.63","26,304.63","26,304.63","16,400"
11,Nov,2016,"27,344.85","27,344.85","26,777.18","26,818.82","26,818.82","17,100"
10,Nov,2016,"27,605.05","27,743.46","27,252.53","27,517.68","27,517.68","16,600"
9,Nov,2016,"26,251.38","27,397.38","25,902.45","27,252.53","27,252.53","21,100"
8,Nov,2016,"27,537.26","27,646.84","27,406.76","27,591.14","27,591.14","10,200"
7,Nov,2016,"27,552.27","27,591.15","27,274.15","27,458.99","27,458.99","11,300"
4,Nov,2016,"27,465.55","27,498.91","27,193.61","27,274.15","27,274.15","24,300"
3,Nov,2016,"27,518.06","27,600.74","27,399.26","27,430.28","27,430.28","10,800"
2,Nov,2016,"27,679.32","27,679.32","27,500.81","27,527.22","27,527.22","13,000"
1,Nov,2016,"27,966.18","28,029.80","27,845.63","27,876.61","27,876.61","10,100"
28,Oct,2016,"27,983.14","28,000.14","27,789.84","27,941.51","27,941.51","11,300"
27,Oct,2016,"27,808.63","27,958.13","27,665.60","27,915.90","27,915.90","13,600"
26,Oct,2016,"28,050.55","28,050.55","27,759.56","27,836.51","27,836.51","14,100"
25,Oct,2016,"28,159.09","28,211.41","28,013.69","28,091.42","28,091.42","11,000"
24,Oct,2016,"28,156.59","28,256.65","28,075.95","28,179.08","28,179.08","15,100"
21,Oct,2016,"28,163.41","28,163.41","27,957.92","28,077.18","28,077.18","8,500"
20,Oct,2016,"28,031.57","28,212.50","28,031.57","28,129.84","28,129.84","11,300"
19,Oct,2016,"28,112.36","28,131.07","27,926.17","27,984.37","27,984.37","15,200"
18,Oct,2016,"27,656.89","28,064.39","27,652.76","28,050.88","28,050.88","16,200"
17,Oct,2016,"27,776.14","27,803.21","27,488.30","27,529.97","27,529.97","17,100"
14,Oct,2016,"27,712.22","27,763.54","27,548.18","27,673.60","27,673.60","14,000"
13,Oct,2016,"28,042.62","28,042.62","27,563.84","27,643.11","27,643.11","11,900"
10,Oct,2016,"28,144.28","28,216.64","28,068.32","28,082.34","28,082.34","6,900"
